-9.884928669496605425e-01,6.004015582953722840e-02,4.937716927628079429e+04,8.204528025264108146e+04,1.216354983463582812e+03
9.958353250611616803e-01,3.029481147742008051e-02,-4.426788426031358540e+03,3.440514118712714408e+05,1.108919272635328525e+03
-9.974475547194368019e-01,5.213406184235476470e-02,3.235481249097799882e+05,3.633455423143943335e+04,1.271390902289012729e+03
-9.998695342283510090e-01,7.820313122318322749e-03,-5.678946572085036896e+05,6.882998506338648440e+03,1.292361679929501634e+03
-9.996316055058540595e-01,1.838216269480093201e+00,-4.026982742085307837e+04,7.890637869582863641e+04,1.201982695222522807e+03
2.205950420780372623e-01,2.732111720524143042e-02,4.500338907497003675e+04,2.805911864330618409e+05,1.087805219832794137e+03
-9.969912663854881840e-01,1.382476866303089351e-02,8.930655413454305381e+04,2.350631669832432453e+04,1.286304420191207328e+03
-9.992649113658748083e-01,8.567566372076987694e-03,6.408926161171249114e+05,1.048761065677093575e+04,1.290413474480575587e+03
-9.888692840966105679e-01,8.358997492236550086e-03,8.992403221351504326e+05,2.441919733164673016e+04,1.281162720911962197e+03
3.326908201463550929e-01,7.221980832911617521e-02,3.525857028266517445e+05,4.293268168838827987e+05,1.055504564105776808e+03
-9.997883103911615610e-01,2.824250351911989157e-02,-6.063897444118759595e+05,1.746090670242693886e+04,1.290577849233329971e+03
-9.999548358593676189e-01,1.639041534590491844e+00,-5.414455447692191228e+04,2.846201840015142079e+04,1.280312718578926251e+03
-9.990487288542099220e-01,4.462046839558715672e-02,-8.542914408860611729e+05,5.325646836683216679e+04,1.279747526545447727e+03
3.687856334598785257e-01,1.186857687566218456e-01,6.613581660051271319e+04,5.997389894332273398e+05,8.560437935366289821e+02
-9.992279609331478074e-01,1.040896283249257204e+00,1.909376209894660860e+03,7.797207189381972421e+04,1.184467557564059916e+03
-2.187878515196816365e-01,8.916626349890240458e-03,1.682382758081029169e+05,8.024650326847922988e+05,1.023355369665412127e+03
-9.940698286552169805e-01,1.437959438067790419e-01,8.289437034357059747e+04,9.700333932710588851e+04,1.187037176549002425e+03
-9.712999661140082619e-01,3.360380035837162715e-01,3.421808482899386436e+05,3.659678491929647862e+05,1.044551069380624767e+03
-9.989737719619766754e-01,2.619736742893511230e-02,-6.405671438740231097e+05,3.990397867447625322e+04,1.281837366218246871e+03
-9.998291359282804880e-01,7.887035229168670725e-01,-6.442584085439844057e+04,3.644419317900316673e+04,1.278958468805921939e+03
-2.210105119450629652e-01,3.749360671555832664e-02,2.223665544729158282e+05,5.243925867795036174e+05,1.158246306314194953e+03
-9.994922462226439874e-01,1.645958879611779002e+00,8.284323323291214183e+04,9.433557896456192248e+04,1.187477722875549716e+03
-9.990322441913417340e-01,3.019599701860414820e-02,-6.378742583023323677e+05,2.788577041588052452e+04,1.286810667779825053e+03
2.320891894127913579e-01,6.249898810322673109e-02,2.765267165593011305e+04,4.234830390446014353e+05,9.759155018187331052e+02
